 ,1e-08,1e-08,1e-07,1e-06,1e-05,0.0001,0.0005
0.1,5.986000000000001,5.986000000000001,5.578,5.546000000000001,5.862,5.798,6.356
0.3,5.438,5.438,5.28,5.362,5.368,5.287999999999999,6.122
0.4,5.24,5.24,5.264,5.266,5.25,5.208,6.082
0.5,5.16,5.16,5.223999999999999,5.290000000000001,5.268,5.2219999999999995,6.674000000000001
0.6,5.2,5.2,5.184,5.188,5.234,5.172,7.061999999999999
0.7,5.182,5.182,5.247999999999999,5.1819999999999995,5.166,5.188,7.066
0.9,5.314,5.314,5.308,5.262,5.286,5.272,7.066
